Loja,Fim de Semana ou Feriado,Media Historica,Investimento em MKT,Chuva,Shopping,Clientes
2,0,3544.927826,2289.459993,0,0,3992.408622
2,1,3544.927826,2198.011461,0,0,9314.290192
2,0,3544.927826,2163.641793,1,0,7098.810853
2,0,3544.927826,2083.047836,0,0,5911.456463
2,0,3544.927826,1837.512165,0,0,5206.712424
2,1,3544.927826,1678.514499,0,0,8908.582247
2,0,3544.927826,1617.673779,0,0,5223.849846
2,1,3544.927826,1710.993508,1,0,5974.674036
2,0,3544.927826,1738.866855,0,0,1974.569052
2,0,3544.927826,1594.827689,0,0,8234.45271
2,0,3544.927826,1607.14307,0,0,1223.960934
2,0,3544.927826,1642.951052,1,0,1638.295716
2,0,3544.927826,1631.548567,0,0,500
2,1,3544.927826,1639.292702,0,0,7448.642388
2,0,3544.927826,1514.291824,1,0,500
2,1,3544.927826,1646.341933,0,0,4921.386279
2,0,3544.927826,1634.516378,1,0,500
2,0,3544.927826,1577.121602,0,0,3377.609173
2,0,3544.927826,1600.997504,1,0,6758.243774
2,0,3544.927826,1547.645515,0,0,3165.488677
2,0,3544.927826,1546.987547,0,0,7409.989239
2,0,3544.927826,1639.456891,0,0,3595.955939
2,0,3544.927826,1562.218548,0,0,3845.194184
2,0,3544.927826,1706.178661,0,0,2728.064316
2,0,3544.927826,1753.268627,0,0,4742.668147
2,0,3544.927826,1564.402825,0,0,2513.707943
2,0,3544.927826,1508.411822,0,0,4109.378778
2,0,3544.927826,1512.641511,0,0,4579.970097
2,0,3544.927826,1430.217993,0,0,1568.435937
2,0,3544.927826,1598.424966,0,0,7126.813015
2,1,3544.927826,1676.551715,0,0,3584.364343
2,0,3544.927826,1552.772057,0,0,4880.265782
2,0,3544.927826,1485.581641,0,0,4343.879592
2,0,3544.927826,1473.541761,0,0,5155.143227
2,1,3544.927826,1504.279922,0,0,6257.685446
2,0,3544.927826,1522.226029,0,0,6264.826651
2,0,3544.927826,1689.461999,1,0,6110.40196
2,0,3544.927826,1797.229714,0,0,11823.84111
2,0,3544.927826,1703.240516,0,0,6614.100535
2,1,3544.927826,1706.43098,0,0,4008.936988
2,0,3544.927826,1789.438352,0,0,4024.642636
2,1,3544.927826,1833.328456,0,0,8449.333871
2,1,3544.927826,1894.584776,0,0,8536.438044
2,0,3544.927826,1916.131899,0,0,3209.447016
2,1,3544.927826,1950.740193,0,0,4376.631309
2,1,3544.927826,1762.863498,0,0,1761.968813
2,1,3544.927826,1796.688491,0,0,11315.48368
2,1,3544.927826,1819.506389,1,0,3217.171376
2,0,3544.927826,2027.893292,0,0,6038.145459
2,1,3544.927826,1900.117207,0,0,4293.090359
2,1,3544.927826,1741.688679,0,0,895.269536
2,1,3544.927826,1541.65537,0,0,4208.565793
2,0,3544.927826,1285.327494,0,0,9453.299587
2,1,3544.927826,1128.699286,1,0,4097.340856
2,0,3544.927826,1062.368433,0,0,2953.559568
2,0,3544.927826,919.9246349,1,0,3674.678822
2,0,3544.927826,1075.140022,0,0,769.2380291
2,0,3544.927826,1229.043261,0,0,4021.389535
2,0,3544.927826,1157.896046,0,0,1309.164968
2,0,3544.927826,1195.148836,0,0,2963.670801
2,1,3544.927826,1123.346691,0,0,1549.180564
2,0,3544.927826,1178.149745,0,0,5389.772237
2,1,3544.927826,1351.373857,0,0,8294.685524
2,0,3544.927826,1510.491209,0,0,872.7138004
3,0,7237.267285,1000,0,0,3836.743647
3,0,7237.267285,825.2988575,0,0,500
3,1,7237.267285,764.8404663,0,0,2984.112174
3,0,7237.267285,867.8163237,0,0,1474.403198
3,1,7237.267285,931.2111306,0,0,3645.660618
3,0,7237.267285,864.6583143,0,0,2070.861685
3,1,7237.267285,867.4667417,0,0,4853.268663
3,1,7237.267285,1022.783783,0,0,5811.321686
3,0,7237.267285,1003.519283,0,0,3586.901929
3,0,7237.267285,957.4204322,0,0,6371.937529
3,0,7237.267285,935.0755902,0,0,7713.442109
3,0,7237.267285,829.6078689,0,0,4546.994475
3,0,7237.267285,813.7373086,0,0,5385.417872
3,0,7237.267285,917.984033,0,0,4273.679437
3,0,7237.267285,738.5202419,1,0,2334.675218
3,0,7237.267285,750.2304306,0,0,4186.153083
3,1,7237.267285,706.1008013,0,0,2510.629181
3,0,7237.267285,540.3882533,0,0,3251.480096
3,0,7237.267285,510.09872,0,0,4215.260227
3,0,7237.267285,505.48418,0,0,500
3,1,7237.267285,593.2529967,0,0,3632.080332
3,0,7237.267285,699.8869992,0,0,2920.287739
3,1,7237.267285,721.3139983,0,0,2700.033803
3,0,7237.267285,812.8340448,0,0,1804.018653
3,0,7237.267285,851.3430687,1,0,6198.837542
3,0,7237.267285,981.8729448,0,0,9069.175305
3,0,7237.267285,1066.349377,0,0,5574.695441
3,0,7237.267285,1171.247044,0,0,5514.752533
3,1,7237.267285,1037.139171,0,0,5949.282254
3,0,7237.267285,978.3225035,1,0,5539.192368
3,0,7237.267285,1032.264325,0,0,5153.368262
3,0,7237.267285,1095.165206,0,0,3381.927408
3,0,7237.267285,989.1812422,0,0,702.1733713
3,0,7237.267285,1037.599231,0,0,4880.077931
3,0,7237.267285,1229.844804,1,0,8500.989003
3,0,7237.267285,1189.068638,0,0,7937.250643
3,0,7237.267285,1085.939215,0,0,3501.043013
3,0,7237.267285,1095.921701,1,0,8082.735649
3,0,7237.267285,1091.870737,0,0,2441.550238
3,0,7237.267285,1248.925893,0,0,10169.91398
3,1,7237.267285,1289.312051,0,0,5683.384792
3,1,7237.267285,1229.941253,0,0,11003.77355
3,0,7237.267285,1313.865073,1,0,6085.471372
3,0,7237.267285,1397.937665,0,0,7314.562203
3,1,7237.267285,1516.270293,0,0,7485.50149
3,0,7237.267285,1428.914616,0,0,5324.650065
3,0,7237.267285,1467.458239,1,0,5054.892196
3,0,7237.267285,1515.99592,0,0,5107.326656
3,0,7237.267285,1532.458094,0,0,6520.168882
3,1,7237.267285,1660.52687,1,0,13962.03845
3,0,7237.267285,1564.186589,0,0,7701.99857
3,0,7237.267285,1567.219973,1,0,2669.158948
3,0,7237.267285,1533.900109,0,0,6757.403699
3,0,7237.267285,1590.355766,1,0,3975.150112
3,1,7237.267285,1616.462714,0,0,13577.58242
3,0,7237.267285,1794.984177,0,0,6035.96416
3,0,7237.267285,1632.926298,0,0,7238.83391
3,1,7237.267285,1740.822325,0,0,11243.41695
3,0,7237.267285,1640.015768,0,0,10570.63717
3,0,7237.267285,1707.13397,0,0,10113.78206
3,0,7237.267285,1659.896073,0,0,7133.886809
3,0,7237.267285,1622.317119,0,0,8844.530351
3,0,7237.267285,1485.73836,0,0,7579.638953
3,1,7237.267285,1556.253189,0,0,10704.19214
3,1,7237.267285,1595.946505,0,0,9139.150269
3,0,7237.267285,1616.74193,0,0,8680.146171
3,0,7237.267285,1636.625614,0,0,11072.21726
3,0,7237.267285,1697.652331,0,0,9633.494944
3,0,7237.267285,1702.162127,0,0,12269.88693
3,0,7237.267285,1812.527048,0,0,9962.913248
3,0,7237.267285,1946.306258,0,0,12603.27268
3,0,7237.267285,1890.016941,1,0,9655.129727
3,0,7237.267285,1947.245248,0,0,12667.15939
3,0,7237.267285,2095.694582,0,0,11552.34926
3,0,7237.267285,2001.355021,0,0,8121.191474
3,0,7237.267285,2016.957626,0,0,7126.820455
3,1,7237.267285,2227.581984,0,0,13404.66655
3,1,7237.267285,2235.276111,0,0,16839.48634
3,1,7237.267285,2436.527286,0,0,21049.80695
3,0,7237.267285,2604.437695,0,0,14715.29353
3,1,7237.267285,2674.672281,0,0,16291.42121
3,0,7237.267285,2613.991526,0,0,11319.84141
3,0,7237.267285,2527.23826,1,0,6116.63954
3,1,7237.267285,2518.231907,0,0,21585.566
3,0,7237.267285,2566.168559,0,0,19085.88403
3,0,7237.267285,2747.646078,0,0,18446.49337
3,1,7237.267285,2618.659912,0,0,15850.75663
3,1,7237.267285,2459.682127,0,0,22238.49253
3,0,7237.267285,2710.074098,1,0,5237.478464
3,0,7237.267285,2679.095925,0,0,15083.44857
3,0,7237.267285,2807.179434,1,0,7547.120321
3,0,7237.267285,2903.227089,0,0,11549.66214
3,1,7237.267285,2836.568005,0,0,25023.23245
3,0,7237.267285,2787.809818,0,0,13979.25236
3,0,7237.267285,2716.309873,0,0,13172.76036
3,1,7237.267285,2635.912928,0,0,20366.34162
3,0,7237.267285,2545.00406,0,0,15219.05026
3,0,7237.267285,2397.546252,0,0,9887.04522
3,1,7237.267285,2477.62147,0,0,17161.88586
4,0,2358.42768,1000,0,0,1538.9636
4,0,2358.42768,1139.401488,0,0,500
4,0,2358.42768,1183.366162,0,0,2762.58865
4,0,2358.42768,1142.148817,0,0,6598.915065
4,0,2358.42768,1076.152394,0,0,937.2081448
4,0,2358.42768,1026.629893,0,0,901.4127867
4,1,2358.42768,1064.373023,0,0,6358.458818
4,0,2358.42768,1066.778546,0,0,501.0080662
4,0,2358.42768,993.0940892,0,0,500
4,0,2358.42768,941.4990216,0,0,3078.708541
4,0,2358.42768,872.4339798,0,0,2303.555466
4,0,2358.42768,738.539908,0,0,1643.356586
4,0,2358.42768,807.6842548,0,0,500
4,0,2358.42768,781.4306553,0,0,3837.775841
4,0,2358.42768,912.2616283,1,0,500
4,0,2358.42768,1047.313338,0,0,500
4,0,2358.42768,939.3799957,0,0,3192.190873
4,0,2358.42768,879.7945995,0,0,868.727748
4,0,2358.42768,716.8630242,0,0,1601.379126
4,1,2358.42768,564.3266939,0,0,868.0457394
4,0,2358.42768,632.7181106,0,0,500
4,0,2358.42768,654.612923,0,0,500
4,0,2358.42768,720.7276845,0,0,1285.095006
4,0,2358.42768,881.2330079,0,0,4923.164631
4,0,2358.42768,853.02478,1,0,500
4,0,2358.42768,870.0497692,0,0,500
4,0,2358.42768,863.9520168,0,0,864.3745002
4,0,2358.42768,1111.300579,0,0,1152.863164
4,1,2358.42768,1043.637966,0,0,500
4,0,2358.42768,816.9284628,1,0,1912.014222
4,1,2358.42768,962.4014704,0,0,500
4,0,2358.42768,1180.365149,0,0,2758.622706
4,0,2358.42768,1174.595451,0,0,5842.308444
4,0,2358.42768,1134.016693,0,0,5092.666581
4,0,2358.42768,990.301888,1,0,500
4,0,2358.42768,973.5290244,0,0,1665.981159
4,1,2358.42768,954.5928896,0,0,500
4,0,2358.42768,861.7913979,1,0,583.7131172
4,0,2358.42768,848.2625388,0,0,3141.394733
4,1,2358.42768,832.2613941,0,0,4072.868461
4,1,2358.42768,918.34199,0,0,5485.759837
4,0,2358.42768,996.2065851,0,0,549.711983
4,1,2358.42768,1053.844204,1,0,5584.726069
4,0,2358.42768,1116.668811,0,0,3240.595009
4,0,2358.42768,999.0419271,0,0,7289.038491
4,0,2358.42768,1147.8985,0,0,2025.824478
4,0,2358.42768,1154.749569,1,0,500
4,0,2358.42768,1073.687593,0,0,1939.109126
4,0,2358.42768,972.9994143,0,0,500
4,0,2358.42768,1129.520826,1,0,1134.110923
4,0,2358.42768,1245.939232,0,0,1764.28748
4,1,2358.42768,1279.206257,1,0,5333.941365
4,0,2358.42768,1143.294236,0,0,1304.127649
4,1,2358.42768,1108.929006,1,0,1935.120568
4,1,2358.42768,1109.066464,0,0,8086.402623
4,0,2358.42768,1087.833119,0,0,1229.411515
4,0,2358.42768,1119.601759,0,0,500
4,0,2358.42768,1047.184974,0,0,3850.647766
4,0,2358.42768,1044.456076,0,0,500
4,0,2358.42768,883.4751086,0,0,2071.242224
4,0,2358.42768,869.1228869,0,0,3815.838264
4,0,2358.42768,850.6419297,0,0,2147.962019
4,1,2358.42768,1030.85769,0,0,2104.274904
4,0,2358.42768,990.616309,0,0,2430.550004
4,0,2358.42768,980.1190552,0,0,500
4,1,2358.42768,896.8780242,0,0,4564.646304
4,0,2358.42768,747.3592281,0,0,500
4,1,2358.42768,788.2989202,0,0,4320.567825
4,0,2358.42768,879.5295189,0,0,500
4,0,2358.42768,797.9707356,0,0,4186.273532
4,0,2358.42768,906.8245443,0,0,500
4,0,2358.42768,848.8626148,1,0,563.2777337
4,0,2358.42768,963.2952127,0,0,6940.46714
4,1,2358.42768,1117.956496,0,0,3331.269148
4,0,2358.42768,1058.442013,0,0,500
4,0,2358.42768,1180.759551,0,0,8240.489545
4,0,2358.42768,1275.536118,0,0,4448.203555
4,0,2358.42768,1378.750083,0,0,3427.205923
4,0,2358.42768,1374.640314,0,0,7373.784979
4,0,2358.42768,1435.442643,0,0,500
4,0,2358.42768,1561.207401,0,0,1985.195455
4,1,2358.42768,1677.20768,0,0,2483.669287
4,1,2358.42768,1714.640955,1,0,588.9649532
4,1,2358.42768,1910.057651,0,0,6576.970828
4,1,2358.42768,2029.675638,0,0,4101.745248
4,1,2358.42768,2156.850471,0,0,5675.259158
4,0,2358.42768,2200.318132,0,0,4412.175192
4,0,2358.42768,2297.345891,0,0,1806.992581
4,0,2358.42768,2306.987964,1,0,2513.899802
4,0,2358.42768,2244.099414,0,0,6037.530335
4,0,2358.42768,2304.213784,1,0,500
4,1,2358.42768,2152.057538,0,0,2477.435245
4,0,2358.42768,1974.117028,0,0,4920.586348
4,1,2358.42768,1978.262637,0,0,930.8329501
4,1,2358.42768,1995.622755,0,0,2880.195758
4,0,2358.42768,1864.384035,0,0,5670.638213
4,0,2358.42768,1993.604677,0,0,5718.132007
4,0,2358.42768,1848.444065,0,0,3816.050329
4,0,2358.42768,1620.427006,0,0,4181.724456
5,1,7943.870904,1000,0,1,10887.08655
5,0,7943.870904,953.3273915,0,1,6567.328569
5,0,7943.870904,841.755078,0,1,2638.636636
5,0,7943.870904,727.2524017,0,1,6200.660727
5,1,7943.870904,745.958996,0,1,9814.654355
5,0,7943.870904,626.6383216,0,1,1890.692845
5,0,7943.870904,589.5692742,0,1,5808.567125
5,0,7943.870904,500,0,1,2996.202804
5,1,7943.870904,500,0,1,3878.407126
5,0,7943.870904,563.9928494,0,1,2601.684875
5,0,7943.870904,525.4060586,0,1,3100.419388
5,0,7943.870904,581.2360186,0,1,4434.82241
5,0,7943.870904,670.4647375,0,1,5889.442328
5,0,7943.870904,710.0088339,0,1,7319.986651
5,0,7943.870904,833.8564278,1,1,11247.78764
5,0,7943.870904,833.1163218,0,1,4944.649722
5,1,7943.870904,992.0840193,0,1,7312.095941
5,0,7943.870904,844.7930922,0,1,5668.556773
5,1,7943.870904,757.2446198,0,1,4638.523495
5,0,7943.870904,757.3874738,0,1,5875.472202
5,0,7943.870904,656.4457855,0,1,7187.702189
5,0,7943.870904,552.4695813,0,1,5404.858415
5,1,7943.870904,751.5905636,0,1,5509.229569
5,0,7943.870904,758.9691902,0,1,3801.125194
5,1,7943.870904,751.829259,1,1,544.1150282
5,0,7943.870904,689.4882403,0,1,1652.737893
5,0,7943.870904,717.4852611,0,1,8574.117894
5,0,7943.870904,902.5276499,0,1,6013.514815
5,0,7943.870904,833.8760959,0,1,3409.934882
5,1,7943.870904,758.9444081,1,1,13291.33939
5,0,7943.870904,724.3231232,0,1,3289.279999
5,0,7943.870904,580.2789577,0,1,2242.337643
5,0,7943.870904,561.1283706,0,1,5017.129286
5,1,7943.870904,735.034708,0,1,8327.315192
5,0,7943.870904,825.7174096,1,1,5972.826029
5,0,7943.870904,863.9176632,0,1,8794.353213
5,0,7943.870904,787.7638196,0,1,6555.551206
5,0,7943.870904,739.0985302,1,1,3050.892054
5,1,7943.870904,803.828805,0,1,7144.408815
5,1,7943.870904,791.0156831,0,1,10613.37604
5,0,7943.870904,812.0127405,0,1,3623.228642
5,1,7943.870904,797.4064863,0,1,9575.608924
5,0,7943.870904,706.6860807,1,1,2683.898944
5,0,7943.870904,654.3300032,0,1,500
5,0,7943.870904,712.8887385,0,1,2919.870373
5,0,7943.870904,702.3020708,0,1,2490.059639
5,1,7943.870904,814.4597739,1,1,8864.117605
5,0,7943.870904,761.4725484,0,1,6017.049383
5,0,7943.870904,747.8529004,0,1,7761.836475
5,0,7943.870904,747.5703028,1,1,3696.064447
5,0,7943.870904,840.817777,0,1,500
5,0,7943.870904,957.2126843,1,1,5098.965427
5,0,7943.870904,979.2994174,0,1,12368.46855
5,0,7943.870904,1052.822237,1,1,7833.673085
5,1,7943.870904,997.4567286,0,1,14851.03107
5,1,7943.870904,1019.970645,0,1,8881.385575
5,0,7943.870904,953.5611312,0,1,8895.005203
5,1,7943.870904,895.1927471,0,1,9351.390292
5,0,7943.870904,627.9179926,0,1,4796.162877
5,1,7943.870904,632.1901221,0,1,6755.68168
5,1,7943.870904,567.895494,0,1,4518.565765
5,1,7943.870904,633.0261675,0,1,4842.658295
5,0,7943.870904,578.7647613,0,1,6408.163442
5,1,7943.870904,625.002994,0,1,8184.243429
5,0,7943.870904,654.5944828,0,1,3389.614742
5,0,7943.870904,624.4224022,0,1,7581.731068
5,0,7943.870904,628.1772996,0,1,4643.891552
5,1,7943.870904,761.5274709,0,1,4670.852012
5,0,7943.870904,766.5242512,0,1,4836.126823
5,1,7943.870904,707.7070564,0,1,8939.808772
5,0,7943.870904,550.1222318,0,1,6286.780468
5,0,7943.870904,500,1,1,2448.040243
5,0,7943.870904,500,0,1,5456.584082
5,0,7943.870904,500,0,1,6596.380094
5,0,7943.870904,500,0,1,5575.139047
5,0,7943.870904,500,0,1,3363.920537
5,0,7943.870904,500,0,1,3726.966035
5,1,7943.870904,500,0,1,2316.001966
5,0,7943.870904,500,0,1,5492.518042
5,0,7943.870904,500,0,1,3000.134032
5,0,7943.870904,500,0,1,4042.953512
5,0,7943.870904,500,0,1,3975.568697
5,1,7943.870904,500,1,1,1075.89257
5,0,7943.870904,500,0,1,4981.199248
5,1,7943.870904,500,0,1,3052.794593
5,0,7943.870904,500,0,1,7975.615068
5,0,7943.870904,500,0,1,3109.57293
5,0,7943.870904,500,0,1,1393.137219
5,0,7943.870904,500,1,1,7376.973509
5,0,7943.870904,500,0,1,667.3941589
5,1,7943.870904,500,1,1,3012.69466
5,0,7943.870904,500,0,1,3088.579058
5,0,7943.870904,500,0,1,6309.227833
5,0,7943.870904,500,0,1,5511.432284
5,1,7943.870904,500,0,1,5482.63965
5,0,7943.870904,500,0,1,5512.121148
5,0,7943.870904,526.7270796,0,1,500
5,1,7943.870904,515.9373877,0,1,7427.181425
5,0,7943.870904,595.7219572,0,1,3826.883792
6,0,1644.947411,1000,0,0,765.4955459
6,1,1644.947411,1013.479232,0,0,3520.80658
6,0,1644.947411,778.2482103,0,0,1150.973572
6,1,1644.947411,709.9971345,0,0,500
6,1,1644.947411,795.0718822,0,0,3328.748794
6,0,1644.947411,845.5716124,0,0,2962.396689
6,1,1644.947411,737.2078402,0,0,1034.253131
6,0,1644.947411,792.1264574,0,0,500
6,0,1644.947411,839.3383955,0,0,2166.242102
6,0,1644.947411,947.1605292,0,0,1174.796315
6,1,1644.947411,931.6050461,0,0,3621.169819
6,0,1644.947411,887.1134936,0,0,500
6,1,1644.947411,1018.476491,0,0,500
6,0,1644.947411,992.6329224,0,0,500
6,0,1644.947411,900.8599378,1,0,1658.161765
6,0,1644.947411,1052.218522,0,0,532.9330457
6,0,1644.947411,959.2816436,0,0,2240.893554
6,0,1644.947411,1104.155925,0,0,1225.553095
6,0,1644.947411,1055.500223,0,0,963.4161461
6,0,1644.947411,993.3203645,0,0,500
6,1,1644.947411,943.2996636,0,0,1189.273647
6,1,1644.947411,1042.508467,0,0,4919.443153
6,0,1644.947411,1099.702085,0,0,808.8875096
6,1,1644.947411,1122.447467,0,0,500
6,0,1644.947411,1220.44286,1,0,500
6,0,1644.947411,1233.251009,0,0,1862.183377
6,0,1644.947411,1147.592169,0,0,1178.089696
6,0,1644.947411,941.6090408,0,0,2127.500457
6,1,1644.947411,1081.333804,0,0,5566.803099
6,0,1644.947411,987.5652591,1,0,500
6,0,1644.947411,1034.588257,0,0,500
6,0,1644.947411,930.6826821,0,0,1174.8046
6,0,1644.947411,1001.507832,0,0,2514.193507
6,1,1644.947411,1170.34611,0,0,1670.120669
6,0,1644.947411,1039.326129,1,0,6126.487959
6,0,1644.947411,1008.628527,0,0,5507.652298
6,1,1644.947411,1143.217795,0,0,2841.612541
6,0,1644.947411,1018.459018,1,0,500
6,0,1644.947411,1104.222748,0,0,3671.334148
6,1,1644.947411,1068.424362,0,0,3878.327944
6,0,1644.947411,1154.306608,0,0,749.9081887
6,0,1644.947411,1040.299539,0,0,1136.361053
6,0,1644.947411,1082.308065,1,0,4352.119893
6,1,1644.947411,1114.342297,0,0,3092.058625
6,0,1644.947411,1290.264749,0,0,7923.528348
6,1,1644.947411,1412.4592,0,0,3452.700813
6,0,1644.947411,1538.090553,1,0,1022.47562
6,0,1644.947411,1508.450665,0,0,596.9015765
6,1,1644.947411,1527.755764,0,0,2330.077083
6,0,1644.947411,1554.486165,1,0,2668.273811
6,0,1644.947411,1798.620892,0,0,1222.881766
6,0,1644.947411,1819.817094,1,0,761.8477531
6,1,1644.947411,1939.670176,0,0,2776.622786
6,0,1644.947411,1891.654722,1,0,500
6,0,1644.947411,1867.749693,0,0,4089.652339
6,0,1644.947411,1914.759107,0,0,500
6,0,1644.947411,1992.505491,0,0,3230.490348
6,1,1644.947411,1902.862307,0,0,4875.274865
